date,station,SO_2,CO,NO,NO_2,PM25,PM10,NOx,O_3,TOL,BEN,EBE,TCH,CH4,NMHC
2007-01-01,28079004,12.0,0.5,32.0,33.0,,,82.0,,,,,,,
2007-01-01,28079008,9.0,0.5,68.0,48.0,,19.0,152.0,8.0,3.2,0.2,0.6,1.59,1.08,0.51
2007-01-01,28079011,,,42.0,39.0,,,104.0,,,,,,,
2007-01-01,28079016,,0.7,28.0,42.0,,,85.0,12.0,,,,,,
2007-01-01,28079018,10.0,0.5,20.0,47.0,,20.0,78.0,10.0,,,,,,
2007-01-01,28079024,7.0,0.6,13.0,37.0,13.0,19.0,57.0,14.0,2.1,0.9,0.6,1.61,1.39,0.21
2007-01-01,28079027,,,34.0,30.0,,,83.0,,,,,1.47,1.37,0.11
2007-01-01,28079035,8.0,0.4,26.0,50.0,,,90.0,6.0,,,,,,
2007-01-01,28079036,19.0,0.7,41.0,53.0,,28.0,116.0,,,,,,,
2007-01-01,28079038,11.0,,25.0,48.0,,28.0,86.0,,,,,,,
2007-01-01,28079040,12.0,,21.0,37.0,,24.0,70.0,,,,,,,
2007-01-02,28079004,17.0,0.8,135.0,43.0,,,249.0,,,,,,,
2007-01-02,28079008,17.0,0.9,148.0,72.0,,49.0,299.0,6.0,10.4,0.7,1.7,1.76,1.12,0.64
2007-01-02,28079011,,,120.0,58.0,,,241.0,,,,,,,
2007-01-02,28079016,,0.9,95.0,62.0,,,208.0,13.0,,,,,,
2007-01-02,28079018,12.0,0.7,72.0,64.0,,33.0,174.0,5.0,,,,,,
2007-01-02,28079024,9.0,0.8,47.0,64.0,19.0,32.0,135.0,7.0,4.3,1.2,1.3,1.64,1.39,0.25
2007-01-02,28079027,,,68.0,41.0,,,146.0,,,,,1.43,1.33,0.1
2007-01-02,28079035,10.0,0.8,114.0,75.0,,,250.0,5.0,,,,,,
2007-01-02,28079036,21.0,0.8,104.0,73.0,,40.0,233.0,,,,,,,
2007-01-02,28079038,19.0,,99.0,81.0,,64.0,232.0,,,,,,,
2007-01-02,28079040,12.0,,83.0,53.0,,35.0,181.0,,,,,,,
2007-01-03,28079004,27.0,1.2,264.0,63.0,,,469.0,,,,,,,
2007-01-03,28079008,32.0,1.2,215.0,91.0,,75.0,421.0,5.0,20.6,1.6,3.4,1.91,1.12,0.79
2007-01-03,28079011,,,227.0,72.0,,,421.0,,,,,,,
2007-01-03,28079016,,1.1,155.0,72.0,,,310.0,11.0,,,,,,
2007-01-03,28079018,23.0,1.2,188.0,81.0,,62.0,370.0,2.0,,,,,,
2007-01-03,28079024,12.0,1.0,110.0,82.0,26.0,51.0,251.0,5.0,11.7,1.9,2.1,1.69,1.35,0.35
